crop,state,Cost of Cultivation (Rs./Hectare) A1,Cost of Cultivation (Rs./Hectare) A2,Cost of Cultivation (Rs./Hectare) B1,Cost of Cultivation (Rs./Hectare) B2,Cost of Cultivation (Rs./Hectare) C1,Cost of Cultivation (Rs./Hectare) C2,Cost of Cultivation (Rs./Hectare) C2 Revised,Cost of Production (Rs./Qtl) A1,Cost of Production (Rs./Qtl) A2,Cost of Production (Rs./Qtl) B1,Cost of Production (Rs./Qtl) B2,Cost of Production (Rs./Qtl) C1,Cost of Production (Rs./Qtl) C2,Cost of Production (Rs./Qtl) C2 Revised,Cost of Production (Rs./Qtl) C3,Value of Main Product (Rs./Hectare),Value of By- Product (Rs./Hectare),Seed (Kg.) per Hectare,Fertilizer (Kg. Nutrients) per Hectare,Manure (Qtl.) per Hectare,Human Labour* (Man Hrs.) per Hectare,Animal Labour (Pair Hrs.) per Hectare,Seed (Kg.) Rate (Rs.) ,Fertilizer (Kg. Nutrients) Rate(Rs.) ,Manure (Qtl.) Rate (Rs.) ,Human Labour (Man Hrs.) Rate (Rs.) ,Animal Labour (Pair Hrs.) Rate (Rs.) ,Implicit (Qtl.) Rate (Rs.) ,Number of Holdings in Sample,Number of Tehsils in Sample,Derived Yield (Qtl./Hectare),Operational Cost,Human Labour,Animal Labour,Machine Labour,Seed,Fertilizer & Manure,Insecticides,Irrigation Charges,Crop Insurance,Miscellaneous,Interest on Working Capital,Fixed Costs,Rental Value of Owned Land,Rent Paid For Leased-in-Land,"Land Revenue, Taxes, Cesses",Depreciation on Implements & Farm Building,Interest on Fixed Capital,Total Cost [11+12]
Urad,Madhya Pradesh,14440.94,14440.94,16492.95,21293.16,21077.88,25878.09,25878.09,2279.15,2279.15,2606.54,3318.39,3252.92,3964.77,3964.77,4361.247,18669,1417.25,25.487,47.471,2.976,214.34,0.61,65.662,34.336,169.532,33.79,132.47,2966.23,134,26,6.07,18479.82664,7241.98,81.36,5554.68,1673.5,2134.55,1254.11,0.65,106.80664,11.14,421.05,7398.26,4800.21,0,3.61,542.43,2052.01,25878.08664
Urad,Maharashtra,25248.39,25248.39,26832.12,31900.99,33048.91,38117.78,38117.78,3747.79,3747.79,3987.53,4679.81,4949.42,5641.7,5641.7,6205.87,29994.58,412.55,17.63,80.35,0.74,425,36.59,93.78,36.05,160.22,30.46,99,4067.5,66,20,6.66,31133.89,12945.4,3622.06,7204.58,1652.88,3014.95,1302.85,568.29,2.35,65.48,755.05,6983.89,5068.87,0,27.23,304.06,1583.73,38117.78
Urad,Odisha,6355.52,6370.55,7065.89,11421.71,14659.32,19015.13,19015.13,1546.8,1554.05,1722.53,2788.51,3771.98,4837.97,4837.97,5321.77,16310.52,1052.59,27.03,13.88,0,277.63,17.61,54.3,25.81,0,34.18,41.88,4347.77,193,34,3.69,13565.72,9489.87,737.45,1088.51,1467.62,358.35,204.31,30.43,0,8.21,180.97,5449.41,4340.78,15.03,10.87,372.36,710.37,19015.13
Urad,Rajasthan,12604.39,12604.39,16199.08,20193.1,25501.24,29495.26,29510.5624,1953.17,1953.17,2455.42,3046.64,3890.98,4482.21,4481.883051,4930.071356,22340.16,1619.19,18.478,27.842,0,290.84,2.72,75.243,31.872,0,38.56,173.4,3639.52,60,15,6.1,21315.84,11214.03,471.29,5847.4,1390.36,887.37,1141.28,0,0,0.08,364.03,8179.42,3994.02,0,9.56,581.15,3594.69,29495.26
Urad,Tamil Nadu,25378.75,25436.76,34759.64,46603.5,40596.45,52440.32,52440.32,3044.95,3052.41,4200.26,5576.62,4926.56,6302.92,6302.92,6933.21,39200.27,840.82,20.92,58.88,4.77,310.65,0.18,119.14,35.16,150.24,49.04,107.87,4727.41,86,23,8.16,30593.83,15235.06,19.58,5623.42,2492.52,2786.35,1303.46,2320.65,0,48.56,750.2,21846.49,11785.86,58,8.74,613,9380.89,52440.32
Urad,Uttar Pradesh,9963.77,9963.77,11148.2,15582.91,16235.93,20670.64,20670.64,2712.61,2712.61,3031.05,4237.21,4614.48,5820.65,5820.65,6159.45,12955.93,776.19,15.85,4.3,0,266.78,2.26,71.23,4.02,0,30.03,141.37,3462.6,71,14,3.35,14852.55,8012.47,319.87,4351.91,1129.16,17.29,596.71,59.77,0,69.48,295.89,5818.09,4434.71,0,6.37,192.58,1184.43,20670.64
Barley,Himachal Pradesh,29066.99,29066.99,37744.55,41929.4,50546.83,54731.67,54731.67,2164.79,2164.79,2811.06,3122.73,3764.52,4076.19,4076.19,4483.81,12270.85,7303.95,114.76,7.9,52.6,268.81,61.16,15.25,12.97,89.88,47.63,298,1545.02,74,13,8.42,40229.1,12802.28,18224.95,1788.07,1750.06,4829.88,0,0,0,2.75,831.11,14502.57,4184.84,0,12.15,1628.02,8677.56,54731.67
Barley,Rajasthan,26034.08,26034.08,33268.25,43727.32,52051.08,62510.16,63548.85,572.87,572.87,732.06,962.21,1145.37,1375.52,1398.33,1538.16,46401.01,16340.87,130.52,95.1,27.12,452.83,1.77,20.31,25.68,98.21,49.96,137.58,1288.95,69,22,33.61,43938.19,22621.68,243.83,6259.55,2650.45,5105.04,149.67,6133.25,0,12.45,762.27,18571.97,10459.07,0,11.32,867.41,7234.17,62510.16
Barley,Uttar Pradesh,25292.98,25469.98,31456.5,48479.6,38821.86,55844.96,55844.96,649.23,653.77,807.44,1244.39,996.49,1433.45,1433.45,1576.795,45766.06,11237.06,127.83,126.78,0,420.43,1.27,19.28,24.58,0,30.79,101.4,1512.64,37,18,31.28,31701.43,12943.31,128.3,7757.89,2463.97,3115.97,98.87,4455.65,0,0,737.47,24143.53,16846.21,177,8.93,947.87,6163.52,55844.96
Gram,Andhra Pradesh,31769.2,32445.43,33901.62,51041.57,36407.07,53547.02,53580.89,4138.46,4226.55,4416.24,6649,4742.61,6975.37,6977.44,7675.19,54313.36,565.71,93.06,115.93,0.63,193.07,3.51,73.41,34.93,166.12,49.18,111.18,4166.39,45,10,7.6,33783.36,9496.07,390.63,8724.96,6831.23,4153.89,2945.67,217.38,0,75.73,947.8,19763.66,16463.72,676.22,0,491.3,2132.42,53547.02
Gram,Bihar,17624.82,17624.82,22091.71,36437.9,27657.21,42003.4,42003.4,890.16,890.16,1115.77,1840.34,1396.86,2121.44,2121.44,2333.58,62988.09,2269.53,60.57,63.66,1.87,316.58,0,59.19,42.08,100,34.13,0,4171.33,59,9,19.11,22124.35,10804.08,0,4071.73,3584.93,2865.93,180.39,115.38,0,0.13,501.78,19879.05,14346.18,0,91.98,974,4466.89,42003.4
Gram,Chhatisgarh,21483.56,21483.56,24779.58,31587.62,29656,36464.04,37144.07,1871.26,1871.26,2158.35,2751.35,2583.1,3176.09,3234.57,3558.03,35442.2,2034.71,83.95,49.96,0,280.32,1.98,57.97,34.21,0,26.82,182.7,3363.08,21,5,10.86,25359.84,7519.33,361.75,6631.48,4866.67,1709.19,904.4,2500.32,246,0,620.7,11104.2,6808.04,0,1.34,998.79,3296.03,36464.04
Gram,Gujarat,22648.54,23274.63,27713.54,35294.7,34053.47,41634.63,41634.63,1326.53,1363.2,1623.19,2067.22,1994.52,2438.55,2438.55,2682.41,41438.43,1890.45,56.06,62.35,0,420.06,12.96,61.33,30.34,0,29.58,151.74,3505.65,85,26,16.33,28714.46,12427.38,1967.31,3042.3,3437.96,1891.5,2162.08,3107.93,0,0,678,12920.17,6955.07,626.09,3.81,270.2,5065,41634.63
Gram,Haryana,15469.69,15469.69,20599.04,38075.3,27717.21,45193.48,45196.09,1170.47,1170.47,1558.57,2880.87,2097.15,3419.45,3519.94,3871.94,52208.95,1536.7,39.77,0,0,212.13,0,56.91,0,0,60.9,0,4141.37,6,2,12.84,22094.59,12918.23,0,6337.15,2263.28,0,0,122.1,0,0,453.83,23098.89,17476.27,0,0,493.28,5129.34,45193.48
Gram,Jharkhand,6085.45,6085.45,9098.05,21960.55,14711.58,27574.08,27574.08,620.96,620.96,928.37,2240.87,1501.18,2813.68,2813.68,3095.048,33750,3000,50,0,0,271.47,0,60,0,0,28.05,0,4500,1,1,9,10769.78,7613.53,0,0,3000,0,0,0,0,0,156.25,16804.3,12862.5,0,53.33,875.87,3012.6,27574.08
Gram,Karnataka,22500.59,22500.59,25210.03,35784.13,27870.38,38444.48,40852.39,2052.63,2052.63,2299.8,3264.42,2542.49,3507.11,3725.81,4098.391,39841.73,3626.24,62.61,58.2,0.06,231.14,20.69,56.79,39.7,150.22,27.58,260.05,3723.62,78,22,10.05,24645.34,6375.41,5379.18,5064.22,3555.64,2319.47,1158.36,30.85,0,96.01,666.2,13799.14,10574.1,0,7.3,508.3,2709.44,38444.48
Gram,Madhya Pradesh,22938.76,22938.76,27161.81,37516.61,31712.79,42067.59,42268.58,1588.77,1588.77,1881.27,2598.45,2196.47,2913.66,2927.8,3220.58,47310.73,2985.52,96.22,47.11,0,282.25,5.36,58.6,34.28,0,31.7,68.26,3637.36,204,38,13.58,26543.6,8946.73,365.76,5331.86,5638.63,1615,1292.02,2458.61,141.38,87.18,666.43,15523.99,10354.8,0,4.2,941.94,4223.05,42067.59
Gram,Maharashtra,34054.62,34054.62,40663.89,49932.83,44805.46,54074.4,54074.4,2554.36,2554.36,3050.1,3745.34,3360.75,4055.99,4055.99,4461.59,54029.21,1573.31,82.28,124.44,0.25,362.98,25.99,70.28,28.84,399.48,34.11,121.8,3711.39,187,44,12.95,37513.67,12380.6,3165.45,7355.45,5782.31,3691.02,1973.73,2099.51,0,54.34,1011.26,16560.73,9268.94,0,16.76,665.76,6609.27,54074.4
Gram,Punjab,25776.67,25776.67,30778.63,51750,42781.36,63753.63,63753.63,3342.77,3342.77,3991.44,6711.17,5547.98,8267.7,8267.7,9094.47,62769.23,153.85,30.77,24.62,0,524.38,0,97.5,33.75,0,48.47,0,6716.68,2,2,7.69,36785.71,25417.34,0,6267.38,3000,830.77,519.24,0,0,0,750.98,26967.92,20972.27,0,0,993.69,5001.96,63753.63
Gram,Rajasthan,18112.01,18112.01,24724.91,31192.52,35120.69,41588.31,42196.04,1348.75,1348.75,1841.19,2322.81,2615.33,3096.95,3142.96,3457.26,35834.21,2963.73,59,33.55,0,287.5,0.32,56.44,31.12,0,49.22,133.13,3739.07,93,26,12.4,27854.92,14149.65,43.14,4904.93,3329.71,1044.08,342.76,3506.32,0,5.28,529.05,13733.39,6467.62,0,5.31,647.57,6612.89,41588.31
Gram,Uttar Pradesh,22300.98,22300.98,27332.11,37866.63,34143.39,44677.9,45512.39,2493.77,2493.77,3056.37,4234.37,3818.03,4996.03,5086.37,5595.01,32333.43,1986.45,86.28,21.57,0,301.19,1.75,63.43,33.09,0,36.77,309.72,4115.21,66,15,8.43,28254.44,11075.49,542.75,6987.88,5473.11,713.85,571.3,2227.29,0,12.99,649.78,16423.46,10534.52,0,9.32,848.5,5031.12,44677.9
Gram,West Bengal,30853.83,30853.83,32819.85,39157.91,44410.67,50748.73,50971.98,4133.81,4133.81,4397.21,5246.39,5950.16,6799.33,6831.81,7514.99,24703.29,648.96,64.4,73.07,0,601.38,70.64,66.65,38.46,0,39.07,30.21,3591.04,8,4,7.27,41940.87,23495.18,2134.37,7443.7,4291.96,2809.99,649.2,196.78,0,0,919.69,8807.86,6338.06,0,2.57,501.21,1966.02,50748.73
Lentil,Bihar,12706.88,12706.88,15184.52,26492.72,18451.81,29760.01,29760.01,1119.53,1119.53,1337.82,2334.12,1625.68,2621.98,2621.98,2884.18,37100.17,1544.38,29.1,50.05,0.48,222.26,0.65,52.42,38.48,100.04,32.95,160,3586.12,94,17,10.9,15346.47,7322.7,104.71,3954.54,1525.11,1974,67.1,32.28,0,0,366.03,14413.54,11308.2,0,102.54,525.16,2477.64,29760.01
Lentil,Madhya Pradesh,16583.64,16583.64,19114.98,26908.8,22949.43,30743.25,31052.58,1476.11,1476.11,1701.43,2395.16,2042.73,2736.46,2764.72,3041.19,35492.16,2401.25,48.38,29.96,0,257.9,14.96,42.41,34.12,0,30.54,85.66,3120.06,41,14,10.52,19628.16,7876.42,1281.27,4423.87,2051.57,1022.46,311.23,2067.93,44.8,70.03,478.58,11115.09,7793.82,0,3.16,786.78,2531.33,30743.25
Lentil,Punjab,17277.85,17277.85,20689.42,41187.42,40269.82,60767.82,60767.82,1685.64,1685.64,2018.48,4018.28,3928.76,5928.57,5928.57,6521.427,60000,1500,50,76.8,0,420,0,80,33.854,0,46.62,0,6000,1,1,10,35825.25,19580.4,0,9152.6,4000,2600,0,0,0,0,492.25,24942.57,20498,0,0,1033,3411.57,60767.82
Lentil,Uttar Pradesh,17192.18,17192.18,21479.46,31871.13,27552.43,37944.09,39773.41,2193.24,2193.24,2740.17,4065.86,3514.91,4840.6,5076.18,5583.8,30018.68,1468,54.07,35.64,0,309.26,0,67.34,33.62,0,30.88,0,3537.04,39,14,7.47,22414.4,9548.36,0,5252.8,3641.13,1197.93,62.61,2212.5,0,3.88,495.19,15529.69,10391.67,0,10.53,840.2,4287.29,37944.09
Lentil,West Bengal,21139.25,21299.4,21813.75,34792.4,28584.11,41562.76,41562.76,1360.35,1370.66,1403.76,2238.96,1839.44,2674.64,2674.64,2942.1,50939.63,1396.15,43.41,39.21,1.77,495.59,7.28,78.05,36.4,81.76,32.92,67.12,3573.51,39,12,15.13,27518.5,16314.82,488.39,4990.85,3388.33,1572.41,120.27,11.63,0,3.08,628.72,14044.26,12818.5,160.15,3.72,387.38,674.51,41562.76
R&M,Assam,17637.68,17637.68,20489.62,26992.43,29324.3,35827.1,35827.1,1719.01,1719.01,1996.97,2630.75,2858.02,3491.8,3491.8,3840.98,32317.75,114.35,11.81,116.88,4.08,358.48,46.03,43.74,17.26,176.34,35.19,74.08,3322.18,112,27,10.22,25816.13,12613.47,3410.18,5800.2,516.57,2735.66,100.36,100.94,0,24.17,514.58,10010.97,6502.81,0,93.57,562.65,2851.94,35827.1
R&M,Bihar,18077.04,18077.04,19850.77,33121.98,24736.07,38007.28,38007.28,1364.39,1364.39,1498.26,2499.92,1866.99,2868.65,2868.65,3155.52,41750.65,1694.44,5.81,104.58,2.22,349.76,0,247.7,29.66,107.37,32.05,0,3321.7,142,28,12.73,22276.3,11209.97,0,3621.54,1438.54,3340.84,23.84,2113.88,0,0.7,526.99,15730.98,13271.21,0,130.38,555.67,1773.72,38007.28
R&M,Chhattisgarh,12827.4,12827.4,18741.56,25319.92,20656.72,27235.09,27715.4,1719.89,1719.89,2512.86,3394.88,2769.64,3651.67,3716.31,4087.94,29404.31,1095.06,6.68,83.09,0,254.31,0,80,25.14,0,27.36,0,3998.41,3,1,7.19,14167.16,6958.26,0,4214.2,534.35,2089.1,0,0,0,0,371.25,13067.93,6578.37,0,3.7,571.71,5914.15,27235.09
R&M,Gujarat,25191.23,25636.89,33039.48,42710.31,39415.92,49086.76,49518.8,1486.61,1512.91,1949.76,2520.47,2326.05,2896.76,2922.68,3214.95,53588.15,2840.7,5.68,161.87,1.97,367,2.19,195.93,23.99,95.67,32.1,120.9,3378.69,52,9,16.09,31251.73,11781.72,265.22,5426.34,1112.77,4071.39,684.68,7155.83,0,0,753.78,17835.03,9225.18,445.65,2.93,313.03,7848.24,49086.76
R&M,Haryana,19296.85,19296.85,28996.14,50653.93,35646.06,57303.84,57376.23,844.89,844.89,1269.56,2217.83,1560.72,2508.99,2513.3,2764.63,74947.54,4733.84,3.42,142.66,0,206.8,0.06,295.84,21.65,0,52.04,203.31,3546.71,90,15,21.48,24452.1,10761.86,11.87,6487.03,1012.73,3088.76,173.45,2376.95,0,0,539.45,32851.74,21657.78,0,0,1494.67,9699.29,57303.84
R&M,Madhya Pradesh,18236.41,18236.41,28094.73,41076.68,35334.41,48316.36,48316.36,926.55,926.55,1427.43,2087.01,1795.26,2454.85,2454.85,2700.34,59992.69,4992,6.7,101.82,0,263.09,0,181.03,25.97,0,39.58,0,3283.95,31,8,18.17,24378.81,10413.58,0,6815.3,1212.45,2644.45,475.95,2246.61,51.12,0,519.35,23937.55,12981.95,0,7.14,1090.14,9858.32,48316.36
R&M,Odisha,6603.11,6603.11,8671.05,12769.61,15689.91,19788.48,19788.48,1588.39,1588.39,2085.84,3071.76,3774.25,4760.16,4760.16,5236.18,16394.26,0,9.17,22.3,1.77,328.65,56.45,49.87,34.05,74.36,26.52,27.89,4267.77,53,13,4.16,12937.96,8714.59,1574.16,612.65,457.25,890.75,146.68,344.63,0,17.9,179.35,6850.52,4098.56,0,9.72,674.3,2067.94,19788.48
R&M,Punjab,20606.82,22044.49,26656.97,45905.12,32950.18,52198.32,52198.32,1340.74,1434.28,1734.39,2986.73,2143.84,3396.19,3396.19,3735.81,55089.16,1102.52,2.86,153.08,0,285.39,0.04,458.79,22.09,0,46.3,103.35,3432.3,35,15,15.07,25705.37,13213.09,3.88,5119.48,1311.72,3381.13,1294.4,793.44,0,0,588.23,26492.95,17810.47,1437.67,0,1194.66,6050.15,52198.32
R&M,Rajasthan,21746.68,21746.68,27498.43,39700.22,40510.02,52711.81,52711.81,1011.6,1011.6,1279.15,1846.75,1884.42,2452.02,2452.02,2697.22,69811.28,3384.84,5.48,111.64,4.75,364.86,0.07,274.28,24.08,100,45.92,141.18,3544.52,195,38,20.5,33726.75,16756.07,10.28,6796.89,1502.87,3163.13,75.14,4791.26,0,3.39,627.72,18985.06,12201.79,0,11.16,1020.36,5751.75,52711.81
R&M,Uttar Pradesh,22343.44,24344.87,25047.53,44807.87,32566.97,52327.3,52327.3,1179.75,1411.79,1452.54,2598.47,1888.61,3034.54,3034.54,3337.994,52550.74,3852.47,4.69,112.95,1.12,401.77,0.45,185.57,25.01,102.31,30.34,118.56,3309.11,158,43,16.07,26967.01,12190.52,53.06,6909,869.62,2938.62,17.57,3395.22,0,4.09,589.31,25360.29,15758.9,4001.43,12.75,883.11,4704.1,52327.3
R&M,West Bengal,19894.52,20061.77,21788.54,33129.36,34800.64,46141.46,46141.46,1449.97,1462.16,1588.01,2414.56,2536.37,3362.92,3362.92,3699.21,43176.3,2339.95,7.85,157.92,1.23,508.18,8.51,79.77,27.71,171.88,38.44,69.05,3444.29,196,30,13.02,32605.45,19532.78,587.9,3884.21,625.95,4587.61,285.84,2470.73,0,36.7,593.73,13536.01,11173.56,167.25,8.77,292.41,1894.02,46141.46
Saffflower ,Karnataka,17448.86,17448.86,32740.72,39834.85,34513.83,41607.95,41614.15,1695,1695,3180.47,3869.6,3352.71,4041.84,4042.8,4447.08,29465.78,2393.81,7.13,41.82,0,246.01,8.27,187.33,37.34,0,27.94,101.4,3136.16,5,3,9.52,16718.07,6872.52,838.7,4816.66,1334.72,1561.22,794.98,0,0,46.41,452.86,24889.88,7094.13,0,9.68,2494.2,15291.87,41607.95
Saffflower ,Maharashtra,24064.82,24064.82,26796.35,21010.99,31930.16,36144.81,39225.38,3389.2,3389.2,3773.89,4367.47,4496.92,5090.49,5524.35,6076.78,24925.09,357.68,11.46,46.74,0,476.95,75.32,113.72,34.38,0,25.24,108.05,3180.66,2,2,7,28866.05,12038.75,8138.65,4358.65,1303.37,1606.74,594.57,0,0,106.18,719.14,7278.76,4214.65,0,15.68,316.9,2731.53,36144.81
Wheat,Bihar,24806.57,24806.57,28620.95,43398.49,34878.65,49656.19,49656.19,636.74,636.74,734.65,1113.96,895.27,1274.59,1274.59,1402.05,46333.96,12120.05,112.94,142.78,0.1,347.66,0.07,29.35,29.68,77.6,32.49,160.7,1493.81,436,44,30.88,30087.3,11294.17,10.64,6328.53,3314.35,4245.22,60.59,4110.2,0,1.5,722.1,19568.89,14777.54,0,115.66,861.31,3814.38,49656.19
Wheat,Chhattisgarh,19449.81,19449.81,28674.07,35057.99,34405.4,40789.32,41516.44,1008.43,1008.43,1486.69,1817.68,1783.84,2114.84,2152.27,2367.5,27480.75,4529.71,111.82,81.27,0,287.09,14.45,22.74,26.67,0,26.72,167.26,1591.38,21,8,16.56,23741.78,7670.26,2416.45,4954.66,2542.55,2167.27,200.06,2982.45,262.32,0,545.76,17047.54,6383.92,0,1.2,1438.15,9224.27,40789.32
Wheat,Gujarat,25343.48,26394.64,28825.11,38722.65,34729.06,44626.6,44626.6,771.39,803.38,877.36,1178.61,1057.06,1358.31,1358.31,1494.14,50638.05,6026.78,156.05,176.68,1.7,355.02,3.06,25.22,22.62,122.1,28.25,129.29,1702.4,257,51,29.36,30902.18,10027.89,395.49,6117.62,3935.11,4204.01,388.77,5072.42,0,3.36,757.51,13724.42,8846.37,1051.16,7.97,337.29,3481.63,44626.6
Wheat,Haryana,29027.99,29027.99,38225.13,65310.97,45376.97,72462.81,73032.19,537.37,537.37,707.63,1209.05,840.03,1341.44,1351.87,1487.06,82838.99,12642.38,110.66,226.85,0,199.31,0,23.42,19.37,0,50.3,0,1732.7,299,30,46.87,34168.78,10025.94,0,10178.78,2591.54,4395.1,1532.73,4609.82,0,16.18,818.69,38294.03,27085.85,0,0,2011.05,9197.13,72462.81
Wheat,Himachal Pradesh,20367.76,20577.87,26693.33,36658.44,37497.07,47462.18,47462.18,760.84,768.69,997.17,1369.39,1400.72,1772.97,1772.97,1950.27,32543.68,12221.89,119.05,76.2,37.47,212.13,15.24,17.03,21,95.59,52.67,213.84,1664.25,291,30,19.46,30038.19,11172.48,3259.42,7012.99,2027.59,5181.93,195.61,588.33,1.52,15.47,582.85,17423.99,9755,210.11,9.67,1123.64,6325.57,47462.18
Wheat,Jharkhand,22871.92,22871.92,28155.02,43469.38,39165.73,54480.08,54868.36,752,752,925.7,1429.22,1287.72,1791.24,1804.31,1984.74,38968.73,8584.36,76.08,88.77,6.7,396.83,14.92,43.18,27.76,72.95,39.45,191.66,1590,30,7,24.92,32987.82,15655.56,2860.45,3271.5,3285.22,2952.64,0,4295.57,0,0.92,665.96,21492.26,15314.35,0,52.52,842.28,5283.11,54480.08
Wheat,Karnataka,22074.46,22074.46,25199.39,32611.1,27828.48,35240.2,35240.2,1399.37,1399.37,1597.46,2067.32,1764.13,2233.98,2233.98,2457.378,23861.04,6430.82,74.49,89.08,0,212.94,17.1,34.7,47.43,0,26.68,242.76,2022.86,50.15,15,12.43,24026.84,5680.63,4150.16,6432.5,2584.89,4225.15,8.44,225.89,0,70.77,648.41,11213.36,7411.72,0,8.99,667.73,3124.92,35240.2
Wheat,Madhya Pradesh,25081.63,25081.63,29916.15,42894.9,36599.21,49577.96,49577.96,561.49,561.49,669.72,960.27,819.33,1109.88,1109.88,1220.87,60650.78,9849.64,118.22,128.08,0,285.08,4.59,24.79,23.24,0,35.67,114.67,1636.61,314,43,38.43,30748.68,10169.6,526.47,7821.21,2930.67,2976.26,91.55,5264.75,229.62,9.3,729.25,18829.28,12978.75,0,4.27,1011.74,4834.52,49577.96
Wheat,Maharashtra,32127.27,32127.27,41148.8,48566.89,48559.26,55977.34,55997.44,1328.34,1328.34,1701.35,2008.06,2007.75,2314.46,2315.76,2547.34,43154.33,1345.27,126.61,173.93,0,371.09,16.21,29.86,24.43,0,31.65,138.79,1760.73,129,44,23.45,38830.47,11743.45,2250.11,8872.09,3779.95,4248.71,385.09,6547.2,0,51.75,952.12,17146.87,7418.08,0,19.88,687.37,9021.54,55977.34
Wheat,Punjab,24626.39,29547.2,29396.96,62762.33,32327.17,65692.55,65881.36,438.39,525.99,523.31,1117.27,575.47,1169.43,1172.86,1290.14,87916.39,8461.55,112.86,253.61,2.08,110.43,0.22,22.6,20.74,22.34,48.83,126.79,1734.85,299,30,51.24,26513.44,5392.32,28.29,9952.82,2550.81,5306.16,1841.49,660.65,0,66.27,714.63,39179.11,28444.57,4920.81,0,1043.16,4770.57,65692.55
Wheat,Rajasthan,28083.42,28090.94,36504.64,50481.2,55396.04,69372.61,69372.61,552.2,552.35,717.78,992.6,1089.2,1364.06,1364.06,1500.47,66367.98,17429.57,155.52,135.02,7.24,530.67,2.29,24.35,22.79,71.84,44.12,256.62,1684.84,392,48,40.28,45911.72,23410.57,587.55,7109.33,3787.12,3597.23,172.93,6417.77,0,10.44,818.78,23460.89,13969.05,7.52,10.45,1052.66,8421.21,69372.61
Wheat,Uttar Pradesh,31243.77,31834.87,36870.49,55255.36,44086.28,62471.16,63368.06,732.31,746.17,864.19,1295.11,1033.32,1464.24,1485.05,1633.56,57978.08,12464.82,133.32,173.87,0.08,381.18,0.22,24.71,24.22,144.73,32.39,128.19,1610.7,677,71,35.12,37340.25,12345.64,28.27,8603.1,3294.76,4222.46,112.92,7820.03,0,0.22,912.85,25130.91,17793.78,591.1,3.63,1115.69,5626.71,62471.16
Wheat,Uttarakhand,28508.21,28508.21,31992.69,48725.88,40925.67,57658.87,58426.32,708.13,708.13,794.68,1210.33,1016.58,1432.22,1451.22,1596.342,46145.83,5332.08,131.4,140.84,0,278.41,91.62,22.19,24.57,0,46.4,100.92,1640.56,40,4,36.09,35866.72,12919.68,9246.03,5054.48,2916.11,3460.09,223.91,1230.26,0,0,816.16,21792.15,16733.19,0,2.15,1572.33,3484.48,57658.87
Wheat,West Bengal,25416.44,25416.44,25667.05,36560.44,36886.5,47779.89,48035.87,819.89,819.89,827.97,1179.37,1189.89,1541.29,1549.54,1704.5,43573.54,0,115.39,166.67,18.03,359.82,0,40,33.67,71.54,33.38,0,1425.19,6,2,31,36272.41,12010.28,0,8754.73,4615.38,6902.09,0,3230.77,0,0,759.16,11507.48,10893.39,0,30.97,332.51,250.61,47779.89
Jute,Assam,34628.34,34628.34,38677.98,50665.84,66658.77,78646.63,78646.63,1574.34,1574.34,1758.45,2303.46,3030.56,3575.58,3575.58,3933.14,55466.37,6239.02,9.23,87.13,2.97,1349.79,50.13,186.55,28.05,170.02,33.79,74.81,2936.17,64,9,19.77,61467.14,45604.33,3749.86,6245.09,1721.29,2948.49,143.92,0,0,39.44,1014.72,17179.49,11987.86,0,114.58,1027.41,4049.64,78646.63
Jute,Bihar,23133.32,23133.32,35575.07,46369.04,42553.42,53347.39,53718.86,1081.23,1081.23,1662.75,2167.25,1988.91,2493.41,2510.59,2761.65,47435.29,3619.38,5.95,115.1,0,823.29,0,323.23,30.17,0,27.34,0,2391.36,6,1,19.88,29470.52,22507.76,0,885.34,1923.88,3471.97,0,0,0,0,681.57,23876.87,10793.97,0,119.76,521.39,12441.75,53347.39
Jute,West Bengal,52234.88,53559.39,53768.26,78154.62,74933.15,99319.52,99319.52,1697.29,1740.33,1747.12,2539.52,2434.84,3227.24,3227.24,3549.96,94433.25,7271.83,7.45,168.19,2.51,1470.97,13.84,149.43,30.41,94.79,38.88,70.22,3144.73,128,19,28.57,72966.91,57187.89,971.66,4484.75,1113.3,5352.02,632.63,1644.21,0,10.7,1569.75,26352.61,23061.84,1324.51,5.05,427.82,1533.39,99319.52
Onion,Andhra Pradesh,125753.47,125753.47,126825.07,150049.65,143822.41,167046.99,168475.6863,487.32,487.32,491.47,581.47,557.34,647.34,652.8800089,718.1680098,77415.25,0,119.492,292.458,0,1387.79,55.93,250.354,35.832,0,45.94,222.3,300.01,2,1,258.05,142575.07,63755.8,12433.45,1322.03,29915.25,10479.23,11635.59,5075.8,0,0,3805.37,24471.92,23224.58,0,0,175.73,1071.61,167046.99
Onion,Gujarat,77802.71,80045.46,79791.23,113927.63,86897.82,121034.22,121034.22,390.79,400.07,408.25,556.84,462.9,611.5,611.5,672.65,188839.29,2484.36,0,186.71,3.98,1426.65,6.19,0,21.99,106.86,27.7,140.1,990.6,33,12,195.38,84689.06,39512.34,867.16,3316.76,29200.19,4529.81,1912.09,2863.3,0,0,2350.97,36345.16,31893.65,2242.75,3.41,216.83,1988.52,121034.22
