State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Haryana,,,,,
Barley,,,,,
, 2003-04,Rabi       ,28143,33807,1.20
, 2004-05,Rabi       ,28106,67319,2.40
, 2005-06,Rabi       ,26255,13983,0.53
, 2006-07,Rabi       ,26850,52627,1.96
, 2007-08,Rabi       ,27255,42245,1.55
, 2008-09,Rabi       ,26520,17496,0.66
, 2009-10,Rabi       ,25320,14960,0.59
, 2010-11,Rabi       ,25067,26304,1.05
, 2011-12,Rabi       ,24940,38193,1.53
, 2012-13,Rabi       ,25297,30299,1.20
, 2013-14,Rabi       ,24307,15682,0.65
, 2014-15,Rabi       ,24054,29674,1.23
, 2015-16,Rabi       ,23801,36851,1.55
, 2016-17,Rabi       ,23548,15289,0.65
, 2017-18,Rabi       ,23801,37851,1.59
, 2018-19,Rabi       ,23801,39271,1.65
 2.CHAMBA, 1998-99,Rabi       ,19771,20453,1.03
, 1999-00,Rabi       ,20901,32143,1.54
, 2000-01,Rabi       ,20005,14088,0.70
, 2001-02,Rabi       ,22139,37741,1.70
, 2002-03,Rabi       ,19628,22906,1.17
, 2003-04,Rabi       ,20764,21976,1.06
, 2004-05,Rabi       ,20202,31049,1.54
, 2005-06,Rabi       ,16977,15818,0.93
, 2006-07,Rabi       ,20723,31082,1.50
, 2007-08,Rabi       ,21086,20011,0.95
, 2008-09,Rabi       ,20667,27898,1.35
, 2009-10,Rabi       ,19870,24373,1.23
, 2010-11,Rabi       ,19671,42854,2.18
, 2011-12,Rabi       ,19572,29389,1.50
, 2012-13,Rabi       ,19852,49362,2.49
, 2013-14,Rabi       ,23075,15613,0.68
, 2014-15,Rabi       ,21877,48346,2.21
, 2015-16,Rabi       ,18678,50277,2.69
, 2016-17,Rabi       ,18479,24909,1.35
, 2017-18,Rabi       ,18678,50277,2.69
, 2018-19,Rabi       ,18139,43332,2.39
 3.HAMIRPUR, 1998-99,Rabi       ,35035,45844,1.31
, 1999-00,Rabi       ,34993,42270,1.21
, 2000-01,Rabi       ,34755,7948,0.23
, 2001-02,Rabi       ,34245,53841,1.57
, 2002-03,Rabi       ,34400,40183,1.17
, 2003-04,Rabi       ,34305,46197,1.35
, 2004-05,Rabi       ,34689,71439,2.06
, 2005-06,Rabi       ,33641,28037,0.83
, 2006-07,Rabi       ,33888,57065,1.68
, 2007-08,Rabi       ,34443,38370,1.11
, 2008-09,Rabi       ,34084,20089,0.59
, 2009-10,Rabi       ,33019,17409,0.53
, 2010-11,Rabi       ,32689,30610,0.94
, 2011-12,Rabi       ,32524,38844,1.19
, 2012-13,Rabi       ,32989,35258,1.07
, 2013-14,Rabi       ,31698,18166,0.57
, 2014-15,Rabi       ,31368,34531,1.10
, 2015-16,Rabi       ,31038,34789,1.12
, 2016-17,Rabi       ,30708,17792,0.58
, 2017-18,Rabi       ,31038,34789,1.12
, 2018-19,Rabi       ,30187,35923,1.19
 4.KANGRA, 1998-99,Rabi       ,98162,120953,1.23
, 1999-00,Rabi       ,94095,143710,1.53
, 2000-01,Rabi       ,91123,54079,0.59
, 2001-02,Rabi       ,96130,156903,1.63
, 2002-03,Rabi       ,91775,122476,1.33
, 2003-04,Rabi       ,93615,141321,1.51
, 2004-05,Rabi       ,94424,170283,1.80
, 2005-06,Rabi       ,93955,101867,1.08
, 2006-07,Rabi       ,90405,141512,1.57
, 2007-08,Rabi       ,94593,129309,1.37
, 2008-09,Rabi       ,93859,117936,1.26
, 2009-10,Rabi       ,92370,93666,1.01
, 2010-11,Rabi       ,91446,164688,1.80
, 2011-12,Rabi       ,90984,131986,1.45
, 2012-13,Rabi       ,92287,189700,2.06
, 2013-14,Rabi       ,119675,98210,0.82
, 2014-15,Rabi       ,87752,185790,2.12
, 2015-16,Rabi       ,86828,190785,2.20
, 2016-17,Rabi       ,85904,95725,1.11
, 2017-18,Rabi       ,86828,190985,2.20
, 2018-19,Rabi       ,84667,190478,2.25
 5.KINNAUR, 1998-99,Rabi       ,470,996,2.12
, 1999-00,Rabi       ,371,597,1.61
, 2000-01,Rabi       ,479,662,1.38
, 2001-02,Rabi       ,399,704,1.76
, 2002-03,Rabi       ,347,586,1.69
, 2003-04,Rabi       ,349,629,1.80
, 2004-05,Rabi       ,361,629,1.74
, 2005-06,Rabi       ,323,527,1.63
, 2006-07,Rabi       ,343,510,1.49
, 2007-08,Rabi       ,206,205,1.00
, 2008-09,Rabi       ,231,297,1.29
, 2009-10,Rabi       ,198,179,0.90
, 2010-11,Rabi       ,196,315,1.61
, 2011-12,Rabi       ,195,204,1.05
, 2012-13,Rabi       ,198,363,1.83
, 2013-14,Rabi       ,190,189,0.99
, 2014-15,Rabi       ,188,355,1.89
, 2015-16,Rabi       ,186,185,0.99
, 2016-17,Rabi       ,184,185,1.01
, 2017-18,Rabi       ,186,185,0.99
, 2018-19,Rabi       ,172,170,0.99
 6.KULLU, 1998-99,Rabi       ,23231,38757,1.67
, 1999-00,Rabi       ,21172,35425,1.67
, 2000-01,Rabi       ,26023,41793,1.61
, 2001-02,Rabi       ,21326,41201,1.93
, 2002-03,Rabi       ,20338,30976,1.52
, 2003-04,Rabi       ,24009,39133,1.63
, 2004-05,Rabi       ,25383,45924,1.81
, 2005-06,Rabi       ,26763,39810,1.49
, 2006-07,Rabi       ,25970,45793,1.76
, 2007-08,Rabi       ,25319,43042,1.70
, 2008-09,Rabi       ,24160,31282,1.29
, 2009-10,Rabi       ,23240,27537,1.18
, 2010-11,Rabi       ,23008,48416,2.10
, 2011-12,Rabi       ,22891,33807,1.48
, 2012-13,Rabi       ,23219,55769,2.40
, 2013-14,Rabi       ,36689,28050,0.76
, 2014-15,Rabi       ,31708,54619,1.72
, 2015-16,Rabi       ,21846,34544,1.58
, 2016-17,Rabi       ,21613,28142,1.30
, 2017-18,Rabi       ,21846,34544,1.58
, 2018-19,Rabi       ,13567,21436,1.58
 7.LAHUL AND SPITI, 1998-99,Rabi       ,185,234,1.26
, 1999-00,Rabi       ,175,275,1.57
, 2000-01,Rabi       ,142,98,0.69
, 2001-02,Rabi       ,121,210,1.74
, 2002-03,Rabi       ,118,163,1.38
, 2003-04,Rabi       ,107,146,1.36
, 2004-05,Rabi       ,81,151,1.86
, 2005-06,Rabi       ,75,77,1.03
, 2006-07,Rabi       ,73,120,1.64
, 2007-08,Rabi       ,63,206,3.27
, 2008-09,Rabi       ,57,60,1.05
, 2009-10,Rabi       ,56,46,0.82
, 2010-11,Rabi       ,55,80,1.45
, 2011-12,Rabi       ,54,68,1.26
, 2012-13,Rabi       ,55,93,1.69
, 2013-14,Rabi       ,54,48,0.89
, 2014-15,Rabi       ,53,91,1.72
, 2015-16,Rabi       ,53,75,1.42
, 2016-17,Rabi       ,52,47,0.90
, 2017-18,Rabi       ,53,75,1.42
, 2018-19,Rabi       ,86,122,1.42
 8.MANDI, 1998-99,Rabi       ,66773,67590,1.01
, 1999-00,Rabi       ,68477,110116,1.61
, 2000-01,Rabi       ,65145,44100,0.68
, 2001-02,Rabi       ,64419,132072,2.05
, 2002-03,Rabi       ,66373,92975,1.40
, 2003-04,Rabi       ,66504,83528,1.26
, 2004-05,Rabi       ,66488,121403,1.83
, 2005-06,Rabi       ,64289,63460,0.99
, 2006-07,Rabi       ,67628,101834,1.51
, 2007-08,Rabi       ,66809,104356,1.56
, 2008-09,Rabi       ,65839,48364,0.73
, 2009-10,Rabi       ,64939,42978,0.66
, 2010-11,Rabi       ,64290,75566,1.18
, 2011-12,Rabi       ,63965,95812,1.50
, 2012-13,Rabi       ,64881,87043,1.34
, 2013-14,Rabi       ,54341,44340,0.82
, 2014-15,Rabi       ,61692,85249,1.38
, 2015-16,Rabi       ,61043,120395,1.97
, 2016-17,Rabi       ,60393,43923,0.73
, 2017-18,Rabi       ,61043,120395,1.97
, 2018-19,Rabi       ,58531,115891,1.98
 9.SHIMLA, 1998-99,Rabi       ,24294,21925,0.90
, 1999-00,Rabi       ,19758,22496,1.14
, 2000-01,Rabi       ,15821,8127,0.51
, 2001-02,Rabi       ,17668,21956,1.24
, 2002-03,Rabi       ,16082,17198,1.07
, 2003-04,Rabi       ,15912,15883,1.00
, 2004-05,Rabi       ,15104,20281,1.34
, 2005-06,Rabi       ,14832,17969,1.21
, 2006-07,Rabi       ,13035,14747,1.13
, 2007-08,Rabi       ,12822,25503,1.99
, 2008-09,Rabi       ,11640,9173,0.79
, 2009-10,Rabi       ,10531,7348,0.70
, 2010-11,Rabi       ,10426,12920,1.24
, 2011-12,Rabi       ,10373,14954,1.44
, 2012-13,Rabi       ,10521,14883,1.41
, 2013-14,Rabi       ,10110,7752,0.77
, 2014-15,Rabi       ,10004,14575,1.46
, 2015-16,Rabi       ,14099,28154,2.00
, 2016-17,Rabi       ,9794,7510,0.77
, 2017-18,Rabi       ,14099,28154,2.00
, 2018-19,Rabi       ,7631,14575,1.91
 10.SIRMAUR, 1998-99,Rabi       ,28134,36106,1.28
, 1999-00,Rabi       ,27722,45740,1.65
, 2000-01,Rabi       ,27046,23797,0.88
, 2001-02,Rabi       ,28123,50289,1.79
, 2002-03,Rabi       ,25276,34022,1.35
, 2003-04,Rabi       ,25834,31594,1.22
, 2004-05,Rabi       ,25824,48027,1.86
, 2005-06,Rabi       ,26034,19373,0.74
, 2006-07,Rabi       ,26135,40898,1.56
, 2007-08,Rabi       ,26031,29207,1.12
, 2008-09,Rabi       ,25106,33467,1.33
, 2009-10,Rabi       ,24620,29502,1.20
, 2010-11,Rabi       ,24374,51872,2.13
, 2011-12,Rabi       ,24251,38937,1.61
, 2012-13,Rabi       ,24597,59749,2.43
, 2013-14,Rabi       ,36635,29123,0.79
, 2014-15,Rabi       ,23389,58518,2.50
, 2015-16,Rabi       ,28146,33475,1.19
, 2016-17,Rabi       ,22897,30151,1.32
, 2017-18,Rabi       ,28146,33575,1.19
, 2018-19,Rabi       ,25662,31308,1.22
 11.SOLAN, 1998-99,Rabi       ,23840,37245,1.56
, 1999-00,Rabi       ,23857,40059,1.68
, 2000-01,Rabi       ,23237,18566,0.80
, 2001-02,Rabi       ,23779,42551,1.79
, 2002-03,Rabi       ,21651,31083,1.44
, 2003-04,Rabi       ,25537,35905,1.41
, 2004-05,Rabi       ,24694,47483,1.92
, 2005-06,Rabi       ,23892,37691,1.58
, 2006-07,Rabi       ,24373,45765,1.88
, 2007-08,Rabi       ,24984,22336,0.89
, 2008-09,Rabi       ,25346,36570,1.44
, 2009-10,Rabi       ,24920,32096,1.29
, 2010-11,Rabi       ,24671,21162,0.86
, 2011-12,Rabi       ,24546,39741,1.62
, 2012-13,Rabi       ,24897,65003,2.61
, 2013-14,Rabi       ,39923,33159,0.83
, 2014-15,Rabi       ,23674,63663,2.69
, 2015-16,Rabi       ,27481,34154,1.24
, 2016-17,Rabi       ,23176,32801,1.42
, 2017-18,Rabi       ,27481,34154,1.24
, 2018-19,Rabi       ,28062,34797,1.24
 12.UNA, 1998-99,Rabi       ,33084,58813,1.78
, 1999-00,Rabi       ,32096,63586,1.98
, 2000-01,Rabi       ,31296,40160,1.28
, 2001-02,Rabi       ,30885,49439,1.60
, 2002-03,Rabi       ,36782,68949,1.87
, 2003-04,Rabi       ,30280,46811,1.55
, 2004-05,Rabi       ,32414,63464,1.96
, 2005-06,Rabi       ,31417,27273,0.87
, 2006-07,Rabi       ,32822,64540,1.97
, 2007-08,Rabi       ,32981,49570,1.50
, 2008-09,Rabi       ,32452,38548,1.19
, 2009-10,Rabi       ,31357,34080,1.09
, 2010-11,Rabi       ,31043,59920,1.93
, 2011-12,Rabi       ,30887,44847,1.45
, 2012-13,Rabi       ,31328,69021,2.20
, 2013-14,Rabi       ,38968,33951,0.87
, 2014-15,Rabi       ,29789,63798,2.14
, 2015-16,Rabi       ,29476,38603,1.31
, 2016-17,Rabi       ,29162,34829,1.19
, 2017-18,Rabi       ,29476,38603,1.31
, 2018-19,Rabi       ,28497,37331,1.31
Total - Wheat,,,7503456.00,10578321,1.41
Jammu and Kashmir ,,,,,
Barley,,,,,
 1.BANDIPORA, 2012-13,Rabi       ,2125,1913,0.90
, 2013-14,Rabi       ,2125,1913,0.90
 2.BARAMULLA, 1999-00,Rabi       ,1,1,0.50
 3.DODA, 1999-00,Rabi       ,7860,2482,0.32
, 2000-01,Rabi       ,6059,1913,0.32
, 2001-02,Rabi       ,6913,2219,0.32
, 2002-03,Rabi       ,6886,2208,0.32
, 2003-04,Rabi       ,6478,2077,0.32
, 2004-05,Rabi       ,6564,2106,0.32
, 2006-07,Rabi       ,6608,2121,0.32
, 2007-08,Rabi       ,2429,780,0.32
, 2008-09,Rabi       ,2551,819,0.32
, 2009-10,Rabi       ,3044,978,0.32
, 2010-11,Rabi       ,2018,648,0.32
, 2011-12,Rabi       ,2221,713,0.32
, 2012-13,Rabi       ,2226,715,0.32
, 2013-14,Rabi       ,2226,715,0.32
, 2015-16,Rabi       ,1395,448,0.32
, 2016-17,Rabi       ,1446,465,0.32
, 2017-18,Rabi       ,1429,459,0.32
 4.JAMMU, 1999-00,Rabi       ,217,108,0.50
, 2000-01,Rabi       ,89,44,0.49
, 2001-02,Rabi       ,126,62,0.49
, 2002-03,Rabi       ,229,114,0.50
, 2003-04,Rabi       ,416,207,0.50
, 2004-05,Rabi       ,293,146,0.50
, 2006-07,Rabi       ,427,213,0.50
, 2007-08,Rabi       ,255,127,0.50
, 2008-09,Rabi       ,293,146,0.50
, 2009-10,Rabi       ,333,166,0.50
, 2010-11,Rabi       ,380,563,1.48
, 2011-12,Rabi       ,255,378,1.48
, 2012-13,Rabi       ,77,114,1.48
, 2013-14,Rabi       ,77,114,1.48
, 2015-16,Rabi       ,392,579,1.48
, 2016-17,Rabi       ,422,624,1.48
, 2017-18,Rabi       ,58,86,1.48
 5.KARGIL, 2003-04,Rabi       ,4150,3344,0.81
, 2008-09,Rabi       ,4016,3492,0.87
, 2009-10,Rabi       ,3010,2617,0.87
, 2010-11,Rabi       ,4243,3689,0.87
 6.KATHUA, 1999-00,Rabi       ,1694,1372,0.81
, 2000-01,Rabi       ,1607,1432,0.89
, 2001-02,Rabi       ,1697,1493,0.88
, 2002-03,Rabi       ,1731,1523,0.88
, 2003-04,Rabi       ,1673,1472,0.88
, 2004-05,Rabi       ,1868,1644,0.88
, 2006-07,Rabi       ,1615,1421,0.88
, 2007-08,Rabi       ,1615,1421,0.88
, 2008-09,Rabi       ,1822,1603,0.88
, 2009-10,Rabi       ,1847,1626,0.88
, 2010-11,Rabi       ,1878,1653,0.88
, 2011-12,Rabi       ,1897,1670,0.88
, 2012-13,Rabi       ,1882,1657,0.88
, 2013-14,Rabi       ,1882,1657,0.88
, 2015-16,Rabi       ,1200,1056,0.88
, 2016-17,Rabi       ,1698,1494,0.88
, 2017-18,Rabi       ,1633,1437,0.88
 7.KISHTWAR, 2007-08,Rabi       ,2268,728,0.32
, 2008-09,Rabi       ,2165,695,0.32
, 2009-10,Rabi       ,2013,647,0.32
, 2010-11,Rabi       ,2013,647,0.32
, 2011-12,Rabi       ,1670,536,0.32
, 2012-13,Rabi       ,2340,752,0.32
, 2013-14,Rabi       ,2340,752,0.32
, 2015-16,Rabi       ,1399,449,0.32
, 2016-17,Rabi       ,1546,497,0.32
, 2017-18,Rabi       ,1528,491,0.32
 8.LEH LADAKH, 1999-00,Rabi       ,155,138,0.89
, 2000-01,Rabi       ,162,143,0.88
, 2001-02,Rabi       ,159,138,0.87
, 2002-03,Rabi       ,159,138,0.87
, 2003-04,Rabi       ,132,115,0.87
, 2004-05,Rabi       ,76,66,0.87
, 2006-07,Rabi       ,144,125,0.87
, 2007-08,Rabi       ,144,125,0.87
, 2008-09,Rabi       ,94,82,0.87
, 2009-10,Rabi       ,40,35,0.88
, 2010-11,Rabi       ,33,30,0.91
, 2011-12,Rabi       ,85,78,0.91
, 2012-13,Rabi       ,4,4,0.90
, 2013-14,Rabi       ,4,4,0.90
, 2015-16,Rabi       ,154,139,0.90
, 2016-17,Rabi       ,5,5,0.90
, 2017-18,Rabi       ,4,4,0.90
 9.RAJAURI, 1999-00,Rabi       ,2,1,0.50
, 2002-03,Rabi       ,1,0,0.10
, 2003-04,Rabi       ,2,6,3.00
, 2004-05,Rabi       ,20,6,0.30
, 2006-07,Rabi       ,15,5,0.30
, 2007-08,Rabi       ,15,5,0.30
, 2015-16,Rabi       ,67,40,0.60
, 2017-18,Rabi       ,4,4,0.93
 10.RAMBAN, 2007-08,Rabi       ,1911,613,0.32
, 2008-09,Rabi       ,1910,613,0.32
, 2009-10,Rabi       ,2781,893,0.32
, 2010-11,Rabi       ,1619,520,0.32
, 2011-12,Rabi       ,263,84,0.32
, 2012-13,Rabi       ,1897,609,0.32
, 2013-14,Rabi       ,1897,609,0.32
, 2015-16,Rabi       ,112,36,0.32
, 2017-18,Rabi       ,40,13,0.32
 11.REASI, 2007-08,Rabi       ,392,359,0.92
, 2008-09,Rabi       ,233,214,0.92
, 2009-10,Rabi       ,243,223,0.92
, 2010-11,Rabi       ,337,310,0.92
, 2011-12,Rabi       ,91,84,0.92
, 2012-13,Rabi       ,138,127,0.92
, 2013-14,Rabi       ,138,127,0.92
, 2015-16,Rabi       ,174,159,0.92
, 2016-17,Rabi       ,87,80,0.91
, 2017-18,Rabi       ,79,72,0.92
 12.SAMBA, 2007-08,Rabi       ,172,86,0.50
, 2008-09,Rabi       ,180,90,0.50
, 2009-10,Rabi       ,172,86,0.50
, 2010-11,Rabi       ,140,70,0.50
, 2011-12,Rabi       ,136,68,0.50
, 2012-13,Rabi       ,131,65,0.50
, 2013-14,Rabi       ,131,65,0.50
, 2015-16,Rabi       ,745,371,0.50
, 2016-17,Rabi       ,512,255,0.50
, 2017-18,Rabi       ,187,93,0.50
 13.SRINAGAR, 2003-04,Rabi       ,20,5,0.25
 14.UDHAMPUR, 1999-00,Rabi       ,1184,1087,0.92
, 2000-01,Rabi       ,975,895,0.92
, 2001-02,Rabi       ,1101,1009,0.92
, 2002-03,Rabi       ,1506,1380,0.92
, 2003-04,Rabi       ,1050,962,0.92
, 2004-05,Rabi       ,1115,1022,0.92
, 2006-07,Rabi       ,1191,1092,0.92
, 2007-08,Rabi       ,799,732,0.92
, 2008-09,Rabi       ,593,544,0.92
, 2009-10,Rabi       ,597,548,0.92
, 2010-11,Rabi       ,551,506,0.92
, 2011-12,Rabi       ,629,577,0.92
, 2012-13,Rabi       ,1073,985,0.92
, 2013-14,Rabi       ,1073,985,0.92
, 2015-16,Rabi       ,895,822,0.92
, 2016-17,Rabi       ,855,785,0.92
, 2017-18,Rabi       ,702,644,0.92
Total - Barley,,,175320.00,97451,0.56
Gram,,,,,
 1.BARAMULLA, 1999-00,Rabi       ,136,76,0.56
, 2000-01,Rabi       ,140,77,0.55
, 2005-06,Rabi       ,116,70,0.60
 2.DODA, 1999-00,Rabi       ,307,44,0.14
, 2000-01,Rabi       ,258,30,0.12
, 2005-06,Rabi       ,244,122,0.50
 3.JAMMU, 2001-02,Rabi       ,76,45,0.59
, 2002-03,Rabi       ,122,73,0.60
, 2003-04,Rabi       ,281,169,0.60
, 2004-05,Rabi       ,262,157,0.60
, 2008-09,Rabi       ,159,87,0.55
 4.KARGIL, 1999-00,Rabi       ,3909,1950,0.50
, 2000-01,Rabi       ,3909,1950,0.50
 5.KATHUA, 2001-02,Rabi       ,86,48,0.56
, 2002-03,Rabi       ,95,54,0.57
, 2010-11,Rabi       ,63,35,0.55
, 2012-13,Rabi       ,65,36,0.55
, 2013-14,Rabi       ,65,36,0.55
 6.LEH LADAKH, 1999-00,Rabi       ,4822,2748,0.57
, 2000-01,Rabi       ,4772,2719,0.57
 7.RAJAURI, 2001-02,Rabi       ,16,9,0.56
, 2002-03,Rabi       ,11,7,0.64
, 2003-04,Rabi       ,5,4,0.80
, 2004-05,Rabi       ,8,5,0.63
, 2005-06,Rabi       ,154,77,0.50
 8.SAMBA, 2008-09,Rabi       ,125,68,0.54
, 2010-11,Rabi       ,102,56,0.55
, 2011-12,Rabi       ,103,57,0.55
, 2012-13,Rabi       ,101,56,0.55
, 2013-14,Rabi       ,101,56,0.55
Total - Gram,,,20613.00,10920,0.53
Peas & beans (Pulses),,,,,
 1.ANANTNAG, 2003-04,Rabi       ,233,356,1.53
, 2006-07,Rabi       ,52,36,0.70
, 2007-08,Rabi       ,17,12,0.70
, 2008-09,Rabi       ,14,10,0.70
, 2009-10,Rabi       ,16,11,0.71
, 2010-11,Rabi       ,13,9,0.71
, 2011-12,Rabi       ,13,9,0.71
, 2012-13,Rabi       ,13,9,0.71
, 2013-14,Rabi       ,13,9,0.71
, 2015-16,Rabi       ,13,9,0.69
, 2016-17,Rabi       ,12,8,0.69
, 2017-18,Rabi       ,24,17,0.69
 2.BADGAM, 2001-02,Rabi       ,118,141,1.19
, 2002-03,Rabi       ,112,134,1.20
, 2003-04,Rabi       ,111,133,1.20
, 2004-05,Rabi       ,131,157,1.20
, 2006-07,Rabi       ,307,368,1.20
, 2007-08,Rabi       ,307,368,1.20
, 2008-09,Rabi       ,505,606,1.20
, 2009-10,Rabi       ,599,719,1.20
, 2010-11,Rabi       ,364,437,1.20
, 2011-12,Rabi       ,577,692,1.20
, 2012-13,Rabi       ,550,660,1.20
, 2013-14,Rabi       ,550,660,1.20
, 2015-16,Rabi       ,66,78,1.18
, 2016-17,Rabi       ,91,108,1.18
, 2017-18,Rabi       ,179,212,1.18
 3.BANDIPORA, 2015-16,Rabi       ,38,26,0.68
, 2016-17,Rabi       ,30,20,0.68
, 2017-18,Rabi       ,35,24,0.68
 4.BARAMULLA, 2003-04,Rabi       ,114,80,0.70
, 2004-05,Rabi       ,65,46,0.71
, 2006-07,Rabi       ,74,52,0.70
, 2007-08,Rabi       ,74,52,0.70
, 2008-09,Rabi       ,74,52,0.70
, 2009-10,Rabi       ,10,7,0.72
, 2010-11,Rabi       ,10,7,0.72
, 2011-12,Rabi       ,19,14,0.72
, 2012-13,Rabi       ,9,7,0.72
, 2013-14,Rabi       ,9,7,0.72
, 2015-16,Rabi       ,5,5,0.90
 5.DODA, 2001-02,Rabi       ,168,101,0.60
, 2002-03,Rabi       ,203,122,0.60
, 2003-04,Rabi       ,215,130,0.60
, 2004-05,Rabi       ,154,93,0.60
, 2006-07,Rabi       ,148,89,0.60
, 2007-08,Rabi       ,140,84,0.60
, 2008-09,Rabi       ,174,105,0.60
, 2009-10,Rabi       ,61,37,0.60
, 2010-11,Rabi       ,68,41,0.60
, 2011-12,Rabi       ,71,43,0.60
, 2012-13,Rabi       ,70,42,0.60
, 2013-14,Rabi       ,70,42,0.60
, 2015-16,Rabi       ,288,173,0.60
, 2016-17,Rabi       ,154,93,0.60
, 2017-18,Rabi       ,142,85,0.60
 6.JAMMU, 2001-02,Rabi       ,34,63,1.85
, 2002-03,Rabi       ,27,50,1.85
, 2003-04,Rabi       ,22,41,1.86
, 2004-05,Rabi       ,11,20,1.82
, 2006-07,Rabi       ,47,88,1.86
, 2007-08,Rabi       ,47,88,1.86
, 2008-09,Rabi       ,59,110,1.86
, 2009-10,Rabi       ,42,78,1.86
, 2010-11,Rabi       ,52,25,0.48
, 2011-12,Rabi       ,47,23,0.49
, 2012-13,Rabi       ,74,36,0.49
, 2013-14,Rabi       ,74,36,0.49
, 2015-16,Rabi       ,29,14,0.48
, 2016-17,Rabi       ,29,14,0.48
 7.KARGIL, 2001-02,Rabi       ,685,532,0.78
, 2002-03,Rabi       ,685,533,0.78
, 2003-04,Rabi       ,531,413,0.78
, 2004-05,Rabi       ,549,427,0.78
, 2006-07,Rabi       ,510,396,0.78
, 2007-08,Rabi       ,510,396,0.78
, 2008-09,Rabi       ,545,424,0.78
, 2009-10,Rabi       ,144,112,0.78
, 2010-11,Rabi       ,582,453,0.78
, 2011-12,Rabi       ,413,321,0.78
, 2012-13,Rabi       ,433,337,0.78
, 2013-14,Rabi       ,433,337,0.78
, 2015-16,Rabi       ,870,677,0.78
, 2016-17,Rabi       ,675,525,0.78
, 2017-18,Rabi       ,617,480,0.78
 8.KATHUA, 2001-02,Rabi       ,2,1,0.50
, 2003-04,Rabi       ,4,3,0.75
, 2004-05,Rabi       ,3,2,0.67
, 2006-07,Rabi       ,4,3,0.70
, 2007-08,Rabi       ,4,3,0.70
, 2008-09,Rabi       ,79,55,0.70
, 2009-10,Rabi       ,6,4,0.72
, 2010-11,Rabi       ,3,2,0.70
, 2011-12,Rabi       ,4,3,0.70
, 2012-13,Rabi       ,6,4,0.70
, 2013-14,Rabi       ,6,4,0.70
, 2015-16,Rabi       ,1,1,0.70
, 2016-17,Rabi       ,2,1,0.70
, 2017-18,Rabi       ,3,2,0.70
 9.KISHTWAR, 2007-08,Rabi       ,8,5,0.60
, 2008-09,Rabi       ,22,13,0.60
, 2012-13,Rabi       ,2,1,0.55
, 2013-14,Rabi       ,2,1,0.55
 10.KULGAM, 2007-08,Rabi       ,35,25,0.70
, 2008-09,Rabi       ,15,11,0.70
, 2009-10,Rabi       ,15,11,0.71
, 2010-11,Rabi       ,72,51,0.71
, 2011-12,Rabi       ,63,45,0.71
, 2012-13,Rabi       ,36,25,0.71
, 2013-14,Rabi       ,36,25,0.71
, 2015-16,Rabi       ,89,69,0.78
, 2016-17,Rabi       ,88,68,0.78
, 2017-18,Rabi       ,89,69,0.78
 11.LEH LADAKH, 2001-02,Rabi       ,192,94,0.49
, 2002-03,Rabi       ,192,94,0.49
, 2003-04,Rabi       ,180,89,0.49
, 2004-05,Rabi       ,194,96,0.49
, 2006-07,Rabi       ,185,91,0.49
, 2007-08,Rabi       ,185,91,0.49
, 2008-09,Rabi       ,179,88,0.49
, 2009-10,Rabi       ,196,97,0.49
, 2010-11,Rabi       ,196,153,0.78
, 2011-12,Rabi       ,205,160,0.78
, 2012-13,Rabi       ,216,168,0.78
, 2013-14,Rabi       ,216,168,0.78
, 2015-16,Rabi       ,219,170,0.78
, 2016-17,Rabi       ,228,177,0.78
, 2017-18,Rabi       ,224,174,0.78
 12.PULWAMA, 2001-02,Rabi       ,88,61,0.69
, 2002-03,Rabi       ,317,222,0.70
, 2003-04,Rabi       ,394,275,0.70
, 2004-05,Rabi       ,456,319,0.70
, 2006-07,Rabi       ,114,80,0.70
, 2007-08,Rabi       ,78,55,0.70
, 2008-09,Rabi       ,31,22,0.70
, 2009-10,Rabi       ,55,39,0.70
, 2010-11,Rabi       ,56,39,0.70
, 2011-12,Rabi       ,58,41,0.70
, 2012-13,Rabi       ,60,42,0.70
, 2013-14,Rabi       ,60,42,0.70
, 2015-16,Rabi       ,79,55,0.70
, 2016-17,Rabi       ,82,58,0.70
, 2017-18,Rabi       ,131,92,0.70
 13.RAJAURI, 2001-02,Rabi       ,7,4,0.57
, 2002-03,Rabi       ,15,11,0.73
, 2003-04,Rabi       ,5,4,0.80
, 2004-05,Rabi       ,6,4,0.67
, 2006-07,Rabi       ,1,1,0.70
, 2007-08,Rabi       ,1,1,0.70
, 2017-18,Rabi       ,51,24,0.48
 14.RAMBAN, 2015-16,Rabi       ,57,34,0.60
 15.REASI, 2007-08,Rabi       ,9,6,0.70
, 2012-13,Rabi       ,1,1,0.60
, 2013-14,Rabi       ,1,1,0.60
 16.SAMBA, 2008-09,Rabi       ,37,69,1.86
, 2009-10,Rabi       ,17,32,1.87
, 2015-16,Rabi       ,2,1,0.60
, 2016-17,Rabi       ,2,1,0.60
 17.SHOPIAN, 2007-08,Rabi       ,36,25,0.70
, 2008-09,Rabi       ,36,25,0.70
, 2009-10,Rabi       ,36,25,0.70
, 2010-11,Rabi       ,36,25,0.70
, 2011-12,Rabi       ,36,25,0.70
, 2012-13,Rabi       ,36,25,0.70
, 2013-14,Rabi       ,36,25,0.70
 18.SRINAGAR, 2001-02,Rabi       ,117,69,0.59
, 2002-03,Rabi       ,121,72,0.60
