State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Andhra Pradesh,,,,,
Arhar/Tur,,,,,
, 2000-01,Kharif     ,8500,4000,0.47
, 2001-02,Kharif     ,8900,5900,0.66
, 2002-03,Kharif     ,10400,13200,1.27
, 2003-04,Kharif     ,9000,6500,0.72
, 2004-05,Kharif     ,9700,10000,1.03
, 2005-06,Kharif     ,8500,5800,0.68
, 2006-07,Kharif     ,9400,6700,0.71
, 2007-08,Kharif     ,11200,8300,0.74
, 2008-09,Kharif     ,7900,6000,0.76
, 2009-10,Kharif     ,8000,4300,0.54
, 2010-11,Kharif     ,8600,7900,0.92
, 2011-12,Kharif     ,8800,7000,0.80
, 2012-13,Kharif     ,11500,9400,0.82
, 2013-14,Kharif     ,11500,11600,1.01
, 2014-15,Kharif     ,6500,4500,0.69
, 2015-16,Kharif     ,7100,2800,0.39
, 2016-17,Kharif     ,8117,4330,0.53
, 2017-18,Kharif     ,8917,6073,0.68
, 2018-19,Kharif     ,9835,4772,0.49
 21.OSMANABAD, 1997-98,Kharif     ,10300,1000,0.10
, 1998-99,Kharif     ,12600,4400,0.35
, 1999-00,Kharif     ,17900,2400,0.13
, 2000-01,Kharif     ,17900,5000,0.28
, 2001-02,Kharif     ,18900,1500,0.08
, 2002-03,Kharif     ,21300,6400,0.30
, 2003-04,Kharif     ,23100,5100,0.22
, 2004-05,Kharif     ,22400,10400,0.46
, 2005-06,Kharif     ,18300,11300,0.62
, 2006-07,Kharif     ,19000,2000,0.11
, 2007-08,Kharif     ,23100,9800,0.42
, 2008-09,Kharif     ,11700,1900,0.16
, 2009-10,Kharif     ,13900,3600,0.26
, 2010-11,Kharif     ,19800,9400,0.47
, 2011-12,Kharif     ,13400,7800,0.58
, 2012-13,Kharif     ,14600,3400,0.23
, 2013-14,Kharif     ,14600,8900,0.61
, 2014-15,Kharif     ,15600,3400,0.22
, 2015-16,Kharif     ,8700,800,0.09
, 2016-17,Kharif     ,9331,3620,0.39
, 2017-18,Kharif     ,9943,2005,0.20
, 2018-19,Kharif     ,9903,3120,0.32
 22.PALGHAR, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,200,100,0.50
 23.PARBHANI, 1997-98,Kharif     ,78300,4600,0.06
, 1998-99,Kharif     ,78800,25000,0.32
, 1999-00,Kharif     ,59600,16000,0.27
, 2000-01,Kharif     ,72900,12800,0.18
, 2001-02,Kharif     ,72800,14300,0.20
, 2002-03,Kharif     ,79500,43200,0.54
, 2003-04,Kharif     ,77500,40100,0.52
, 2004-05,Kharif     ,77100,20600,0.27
, 2005-06,Kharif     ,38100,13100,0.34
, 2006-07,Kharif     ,51800,12700,0.25
, 2007-08,Kharif     ,69800,43800,0.63
, 2008-09,Kharif     ,60800,21700,0.36
, 2009-10,Kharif     ,37700,8600,0.23
, 2010-11,Kharif     ,45500,31700,0.70
, 2011-12,Kharif     ,35100,16800,0.48
, 2012-13,Kharif     ,35100,17700,0.50
, 2013-14,Kharif     ,35100,19500,0.56
, 2014-15,Kharif     ,34600,6400,0.18
, 2015-16,Kharif     ,37200,2200,0.06
, 2016-17,Kharif     ,40437,24286,0.60
, 2017-18,Kharif     ,37551,8192,0.22
, 2018-19,Kharif     ,24339,10582,0.43
 24.PUNE, 1997-98,Kharif     ,2800,1200,0.43
, 1998-99,Kharif     ,7800,4000,0.51
, 1999-00,Kharif     ,8300,4200,0.51
, 2000-01,Kharif     ,9200,3500,0.38
, 2001-02,Kharif     ,7300,1500,0.21
, 2002-03,Kharif     ,7800,3800,0.49
, 2003-04,Kharif     ,3600,1900,0.53
, 2004-05,Kharif     ,6400,2300,0.36
, 2005-06,Kharif     ,6900,3200,0.46
, 2006-07,Kharif     ,7600,3800,0.50
, 2007-08,Kharif     ,7100,4500,0.63
, 2008-09,Kharif     ,3900,1700,0.44
, 2009-10,Kharif     ,2700,1700,0.63
, 2010-11,Kharif     ,6800,6900,1.01
, 2011-12,Kharif     ,6400,3300,0.52
, 2012-13,Kharif     ,4600,1400,0.30
, 2013-14,Kharif     ,4600,3500,0.76
, 2014-15,Kharif     ,2100,1400,0.67
, 2015-16,Kharif     ,17600,2700,0.15
, 2016-17,Kharif     ,21782,6297,0.29
, 2017-18,Kharif     ,21824,7598,0.35
, 2018-19,Kharif     ,11278,2675,0.24
 25.RAIGAD, 1997-98,Kharif     ,100,100,1.00
, 1998-99,Kharif     ,100,100,1.00
, 1999-00,Kharif     ,100,100,1.00
, 2000-01,Kharif     ,100,100,1.00
, 2001-02,Kharif     ,100,100,1.00
, 2002-03,Kharif     ,100,100,1.00
, 2003-04,Kharif     ,100,100,1.00
, 2004-05,Kharif     ,100,100,1.00
, 2005-06,Kharif     ,200,100,0.50
, 2006-07,Kharif     ,200,100,0.50
, 2007-08,Kharif     ,300,200,0.67
, 2008-09,Kharif     ,300,100,0.33
, 2009-10,Kharif     ,300,100,0.33
, 2010-11,Kharif     ,300,200,0.67
, 2011-12,Kharif     ,200,100,0.50
, 2012-13,Kharif     ,300,100,0.33
, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,100,0,0.00
, 2016-17,Kharif     ,5,3,0.60
, 2017-18,Kharif     ,25,5,0.20
, 2018-19,Kharif     ,20,4,0.20
 26.RATNAGIRI, 1998-99,Kharif     ,100,100,1.00
, 1999-00,Kharif     ,100,100,1.00
, 2000-01,Kharif     ,100,100,1.00
, 2001-02,Kharif     ,100,100,1.00
, 2002-03,Kharif     ,100,100,1.00
, 2003-04,Kharif     ,100,100,1.00
, 2004-05,Kharif     ,100,100,1.00
, 2005-06,Kharif     ,400,200,0.50
, 2006-07,Kharif     ,200,100,0.50
, 2007-08,Kharif     ,200,100,0.50
, 2008-09,Kharif     ,200,100,0.50
, 2009-10,Kharif     ,200,100,0.50
, 2010-11,Kharif     ,200,200,1.00
, 2011-12,Kharif     ,200,100,0.50
, 2012-13,Kharif     ,200,40,0.20
, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,100,0,0.00
, 2016-17,Kharif     ,4,2,0.50
 27.SANGLI, 1997-98,Kharif     ,6400,4400,0.69
, 1998-99,Kharif     ,6900,3000,0.43
, 1999-00,Kharif     ,7600,3900,0.51
, 2000-01,Kharif     ,6800,6100,0.90
, 2001-02,Kharif     ,5900,1300,0.22
, 2002-03,Kharif     ,5600,1000,0.18
, 2003-04,Kharif     ,2600,300,0.12
, 2004-05,Kharif     ,6800,2000,0.29
, 2005-06,Kharif     ,5800,2300,0.40
, 2006-07,Kharif     ,7200,4700,0.65
, 2007-08,Kharif     ,8600,4700,0.55
, 2008-09,Kharif     ,2500,400,0.16
, 2009-10,Kharif     ,4700,2700,0.57
, 2010-11,Kharif     ,10300,6600,0.64
, 2011-12,Kharif     ,6100,2100,0.34
, 2012-13,Kharif     ,5300,900,0.17
, 2013-14,Kharif     ,5300,2500,0.47
, 2014-15,Kharif     ,7500,3500,0.47
, 2015-16,Kharif     ,6400,1100,0.17
, 2016-17,Kharif     ,11201,9717,0.87
, 2017-18,Kharif     ,7437,1798,0.24
, 2018-19,Kharif     ,6648,1601,0.24
 28.SATARA, 1997-98,Kharif     ,4700,2700,0.57
, 1998-99,Kharif     ,5500,3200,0.58
, 1999-00,Kharif     ,6100,4700,0.77
, 2000-01,Kharif     ,5900,2300,0.39
, 2001-02,Kharif     ,5100,4000,0.78
, 2002-03,Kharif     ,5300,2400,0.45
, 2003-04,Kharif     ,3500,1300,0.37
, 2004-05,Kharif     ,5300,3500,0.66
, 2005-06,Kharif     ,4900,2500,0.51
, 2006-07,Kharif     ,5800,1600,0.28
, 2007-08,Kharif     ,6800,4600,0.68
, 2008-09,Kharif     ,3400,3200,0.94
, 2009-10,Kharif     ,5500,3600,0.65
, 2010-11,Kharif     ,6400,4200,0.66
, 2011-12,Kharif     ,4400,2900,0.66
, 2012-13,Kharif     ,2100,700,0.33
, 2013-14,Kharif     ,2100,1772,0.84
, 2014-15,Kharif     ,3900,1600,0.41
, 2015-16,Kharif     ,8168,2732,0.33
, 2016-17,Kharif     ,9663,5618,0.58
, 2017-18,Kharif     ,7834,3568,0.46
, 2018-19,Kharif     ,11452,6760,0.59
 29.SINDHUDURG, 1997-98,Kharif     ,100,100,1.00
, 1998-99,Kharif     ,100,100,1.00
, 1999-00,Kharif     ,100,100,1.00
, 2000-01,Kharif     ,100,100,1.00
, 2001-02,Kharif     ,100,100,1.00
, 2002-03,Kharif     ,100,100,1.00
, 2003-04,Kharif     ,100,100,1.00
, 2004-05,Kharif     ,100,100,1.00
, 2005-06,Kharif     ,100,100,1.00
, 2006-07,Kharif     ,100,100,1.00
, 2007-08,Kharif     ,100,100,1.00
, 2008-09,Kharif     ,100,100,1.00
, 2009-10,Kharif     ,100,,0.00
, 2010-11,Kharif     ,100,100,1.00
, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,100,0,0.00
, 2016-17,Kharif     ,65,34,0.52
 30.SOLAPUR, 1997-98,Kharif     ,3000,1000,0.33
, 1998-99,Kharif     ,3900,1700,0.44
, 1999-00,Kharif     ,4100,1900,0.46
, 2000-01,Kharif     ,5100,3000,0.59
, 2001-02,Kharif     ,1500,300,0.20
, 2002-03,Kharif     ,2000,1300,0.65
, 2003-04,Kharif     ,1300,600,0.46
, 2004-05,Kharif     ,3700,2700,0.73
, 2005-06,Kharif     ,2800,2100,0.75
, 2006-07,Kharif     ,4000,1800,0.45
, 2007-08,Kharif     ,3200,2500,0.78
, 2008-09,Kharif     ,300,200,0.67
, 2009-10,Kharif     ,1000,300,0.30
, 2010-11,Kharif     ,2900,2000,0.69
, 2011-12,Kharif     ,1500,1100,0.73
, 2012-13,Kharif     ,1200,500,0.42
, 2013-14,Kharif     ,1200,900,0.75
, 2014-15,Kharif     ,1200,800,0.67
, 2015-16,Kharif     ,3900,600,0.15
, 2016-17,Kharif     ,9422,5195,0.55
, 2017-18,Kharif     ,12655,2700,0.21
, 2018-19,Kharif     ,11614,2832,0.24
 31.THANE, 1999-00,Kharif     ,900,400,0.44
, 2000-01,Kharif     ,900,300,0.33
, 2001-02,Kharif     ,800,500,0.63
, 2002-03,Kharif     ,800,500,0.63
, 2003-04,Kharif     ,800,600,0.75
, 2004-05,Kharif     ,800,400,0.50
, 2005-06,Kharif     ,1200,600,0.50
, 2006-07,Kharif     ,900,500,0.56
, 2007-08,Kharif     ,800,500,0.63
, 2008-09,Kharif     ,800,300,0.38
, 2009-10,Kharif     ,800,300,0.38
, 2010-11,Kharif     ,800,600,0.75
, 2011-12,Kharif     ,800,500,0.63
, 2012-13,Kharif     ,500,100,0.20
, 2013-14,Kharif     ,500,700,1.40
, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,100,0,0.00
 32.WARDHA, 1997-98,Kharif     ,1200,300,0.25
, 1998-99,Kharif     ,1300,900,0.69
, 1999-00,Kharif     ,1300,500,0.38
, 2000-01,Kharif     ,1300,400,0.31
, 2001-02,Kharif     ,1000,500,0.50
, 2002-03,Kharif     ,1000,400,0.40
, 2003-04,Kharif     ,1100,600,0.55
, 2004-05,Kharif     ,900,500,0.56
, 2005-06,Kharif     ,600,200,0.33
, 2006-07,Kharif     ,600,500,0.83
, 2007-08,Kharif     ,600,300,0.50
, 2008-09,Kharif     ,500,200,0.40
, 2009-10,Kharif     ,300,200,0.67
, 2010-11,Kharif     ,200,100,0.50
, 2011-12,Kharif     ,400,100,0.25
, 2012-13,Kharif     ,200,100,0.50
, 2013-14,Kharif     ,200,100,0.50
, 2014-15,Kharif     ,100,,0.00
, 2015-16,Kharif     ,100,0,0.00
, 2016-17,Kharif     ,128,325,2.54
, 2017-18,Kharif     ,77,20,0.26
, 2018-19,Kharif     ,97,41,0.42
 33.WASHIM, 1999-00,Kharif     ,50700,25000,0.49
, 2000-01,Kharif     ,50900,18600,0.37
, 2001-02,Kharif     ,49900,34200,0.69
, 2002-03,Kharif     ,55600,26700,0.48
, 2003-04,Kharif     ,50600,29800,0.59
, 2004-05,Kharif     ,42200,19400,0.46
, 2005-06,Kharif     ,31600,11700,0.37
, 2006-07,Kharif     ,33600,18600,0.55
, 2007-08,Kharif     ,38100,25500,0.67
, 2008-09,Kharif     ,33000,4900,0.15
, 2009-10,Kharif     ,27600,5700,0.21
, 2010-11,Kharif     ,32000,17400,0.54
, 2011-12,Kharif     ,31500,20300,0.64
, 2012-13,Kharif     ,37700,31900,0.85
, 2013-14,Kharif     ,37700,12000,0.32
, 2014-15,Kharif     ,7700,2700,0.35
, 2015-16,Kharif     ,7700,2300,0.30
, 2016-17,Kharif     ,8155,5572,0.68
, 2017-18,Kharif     ,8469,3918,0.46
, 2018-19,Kharif     ,9288,5231,0.56
 34.YAVATMAL, 1997-98,Kharif     ,47800,16100,0.34
, 1998-99,Kharif     ,47700,31200,0.65
, 1999-00,Kharif     ,48400,31500,0.65
, 2000-01,Kharif     ,49100,20100,0.41
, 2001-02,Kharif     ,49700,14100,0.28
, 2002-03,Kharif     ,51600,18100,0.35
, 2003-04,Kharif     ,40800,22100,0.54
, 2004-05,Kharif     ,32600,8500,0.26
, 2005-06,Kharif     ,26600,11300,0.42
, 2006-07,Kharif     ,13100,6200,0.47
, 2007-08,Kharif     ,15900,9200,0.58
, 2008-09,Kharif     ,13500,1900,0.14
, 2009-10,Kharif     ,13500,3200,0.24
, 2010-11,Kharif     ,13800,7700,0.56
, 2011-12,Kharif     ,10900,5600,0.51
, 2012-13,Kharif     ,10100,6300,0.62
, 2013-14,Kharif     ,10100,3100,0.31
, 2014-15,Kharif     ,8300,1300,0.16
, 2015-16,Kharif     ,8400,2100,0.25
, 2016-17,Kharif     ,9341,5074,0.54
, 2017-18,Kharif     ,10024,4971,0.50
, 2018-19,Kharif     ,8633,3299,0.38
Total - Moong(Green Gram),,,11933156.00,5267500,0.44
Rice,,,,,
 1.AHMEDNAGAR, 1997-98,Kharif     ,5900,7200,1.22
, 1998-99,Kharif     ,5600,7400,1.32
, 1999-00,Kharif     ,5700,8000,1.40
, 2000-01,Kharif     ,5500,3800,0.69
, 2001-02,Kharif     ,7300,4100,0.56
, 2002-03,Kharif     ,7400,1700,0.23
, 2003-04,Kharif     ,7600,5900,0.78
, 2004-05,Kharif     ,8000,5800,0.73
, 2005-06,Kharif     ,8000,3500,0.44
, 2006-07,Kharif     ,8400,6600,0.79
, 2007-08,Kharif     ,8600,10200,1.19
, 2008-09,Kharif     ,9300,9100,0.98
, 2009-10,Kharif     ,7400,2800,0.38
, 2010-11,Kharif     ,7500,7000,0.93
, 2011-12,Kharif     ,7900,7800,0.99
, 2012-13,Kharif     ,7500,4600,0.61
, 2013-14,Kharif     ,7900,19000,2.41
, 2014-15,Kharif     ,8600,2200,0.26
, 2015-16,Kharif     ,14000,17200,1.23
, 2016-17,Kharif     ,15000,26200,1.75
, 2017-18,Kharif     ,16200,37300,2.30
, 2018-19,Kharif     ,16245,6711,0.41
 2.AKOLA, 1997-98,Kharif     ,2900,1600,0.55
, 1998-99,Kharif     ,2900,2000,0.69
 3.AMRAVATI, 1997-98,Kharif     ,9500,5800,0.61
, 1998-99,Kharif     ,8700,6100,0.70
, 1999-00,Kharif     ,8800,5600,0.64
, 2000-01,Kharif     ,8900,4400,0.49
, 2001-02,Kharif     ,10300,9700,0.94
, 2002-03,Kharif     ,11000,7200,0.65
, 2003-04,Kharif     ,10200,6000,0.59
, 2004-05,Kharif     ,9600,4200,0.44
, 2005-06,Kharif     ,10200,5000,0.49
, 2006-07,Kharif     ,8500,4600,0.54
, 2007-08,Kharif     ,6300,5200,0.83
, 2008-09,Kharif     ,4500,1800,0.40
, 2009-10,Kharif     ,4300,6200,1.44
, 2010-11,Kharif     ,3800,2800,0.74
, 2011-12,Kharif     ,4100,3100,0.76
, 2012-13,Kharif     ,3800,1500,0.39
, 2013-14,Kharif     ,4700,800,0.17
, 2014-15,Kharif     ,5300,1600,0.30
, 2015-16,Kharif     ,5600,1200,0.21
, 2016-17,Kharif     ,6900,4600,0.67
, 2017-18,Kharif     ,8900,3000,0.34
, 2018-19,Kharif     ,7258,2942,0.41
 4.AURANGABAD, 1997-98,Kharif     ,1100,1200,1.09
, 1998-99,Kharif     ,1200,600,0.50
, 1999-00,Kharif     ,900,400,0.44
, 2000-01,Kharif     ,600,400,0.67
, 2001-02,Kharif     ,500,300,0.60
, 2002-03,Kharif     ,600,200,0.33
, 2003-04,Kharif     ,600,200,0.33
, 2004-05,Kharif     ,300,200,0.67
, 2005-06,Kharif     ,100,100,1.00
, 2006-07,Kharif     ,100,100,1.00
, 2016-17,Kharif     ,6500,3100,0.48
 5.BEED, 1997-98,Kharif     ,3400,1700,0.50
, 1998-99,Kharif     ,3500,1400,0.40
, 1999-00,Kharif     ,3800,1700,0.45
, 2000-01,Kharif     ,3400,2000,0.59
, 2001-02,Kharif     ,2400,1500,0.63
, 2002-03,Kharif     ,2400,600,0.25
, 2003-04,Kharif     ,2500,1000,0.40
, 2004-05,Kharif     ,2300,600,0.26
, 2005-06,Kharif     ,2200,900,0.41
, 2006-07,Kharif     ,2000,1500,0.75
, 2007-08,Kharif     ,1500,700,0.47
, 2008-09,Kharif     ,1000,400,0.40
, 2009-10,Kharif     ,600,200,0.33
, 2010-11,Kharif     ,800,300,0.38
, 2011-12,Kharif     ,600,300,0.50
, 2012-13,Kharif     ,600,300,0.50
, 2013-14,Kharif     ,500,300,0.60
, 2014-15,Kharif     ,400,100,0.25
, 2015-16,Kharif     ,300,0,0.00
, 2016-17,Kharif     ,100,70,0.70
, 2017-18,Kharif     ,65,30,0.46
, 2018-19,Kharif     ,29,9,0.31
 6.BHANDARA, 1997-98,Kharif     ,306900,381500,1.24
, 1998-99,Kharif     ,311400,365800,1.17
, 1999-00,Kharif     ,141000,218200,1.55
, 2000-01,Kharif     ,138800,139700,1.01
, 2001-02,Kharif     ,142400,195500,1.37
, 2002-03,Kharif     ,168600,190500,1.13
, 2003-04,Kharif     ,170000,264200,1.55
, 2004-05,Kharif     ,164100,119700,0.73
, 2005-06,Kharif     ,168400,283700,1.68
, 2006-07,Kharif     ,175800,255000,1.45
, 2007-08,Kharif     ,176900,317400,1.79
, 2008-09,Kharif     ,175100,126200,0.72
, 2009-10,Kharif     ,175200,174800,1.00
, 2010-11,Kharif     ,181500,258800,1.43
, 2011-12,Kharif     ,180300,308200,1.71
, 2012-13,Kharif     ,177200,360500,2.03
, 2013-14,Kharif     ,186200,303500,1.63
, 2014-15,Kharif     ,188600,305400,1.62
, 2015-16,Kharif     ,180200,268000,1.49
, 2016-17,Kharif     ,168400,346800,2.06
, 2017-18,Kharif     ,164700,200900,1.22
, 2018-19,Kharif     ,165010,351437,2.13
 7.BULDHANA, 1997-98,Kharif     ,700,300,0.43
, 1998-99,Kharif     ,500,400,0.80
, 1999-00,Kharif     ,200,100,0.50
, 2000-01,Kharif     ,200,200,1.00
, 2001-02,Kharif     ,200,200,1.00
, 2002-03,Kharif     ,100,100,1.00
, 2016-17,Kharif     ,10,4,0.40
 8.CHANDRAPUR, 1997-98,Kharif     ,136400,190100,1.39
, 1998-99,Kharif     ,132200,159700,1.21
, 1999-00,Kharif     ,140600,211500,1.50
, 2000-01,Kharif     ,144800,119200,0.82
, 2001-02,Kharif     ,152700,220500,1.44
, 2002-03,Kharif     ,142100,108300,0.76
, 2003-04,Kharif     ,142700,206900,1.45
, 2004-05,Kharif     ,142500,107200,0.75
, 2005-06,Kharif     ,130500,206400,1.58
, 2006-07,Kharif     ,136300,188700,1.38
, 2007-08,Kharif     ,161300,251700,1.56
, 2008-09,Kharif     ,157700,133700,0.85
, 2009-10,Kharif     ,112600,69700,0.62
, 2010-11,Kharif     ,114300,160100,1.40
, 2011-12,Kharif     ,158100,199900,1.26
, 2012-13,Kharif     ,158200,250500,1.58
, 2013-14,Kharif     ,160200,211300,1.32
, 2014-15,Kharif     ,141800,106700,0.75
, 2015-16,Kharif     ,137400,113200,0.82
, 2016-17,Kharif     ,136400,234000,1.72
, 2017-18,Kharif     ,129400,92700,0.72
, 2018-19,Kharif     ,132251,232195,1.76
 9.DHULE, 1997-98,Kharif     ,25300,21200,0.84
, 1998-99,Kharif     ,26400,15900,0.60
, 1999-00,Kharif     ,4900,4700,0.96
, 2000-01,Kharif     ,4900,1800,0.37
, 2001-02,Kharif     ,4900,5600,1.14
, 2002-03,Kharif     ,5200,4200,0.81
, 2003-04,Kharif     ,5000,6900,1.38
, 2004-05,Kharif     ,5100,5400,1.06
, 2005-06,Kharif     ,5100,5000,0.98
, 2006-07,Kharif     ,5100,2100,0.41
, 2007-08,Kharif     ,4400,3500,0.80
, 2008-09,Kharif     ,5400,3000,0.56
, 2009-10,Kharif     ,4900,2400,0.49
, 2010-11,Kharif     ,5000,6700,1.34
, 2011-12,Kharif     ,7900,5300,0.67
, 2012-13,Kharif     ,7700,7400,0.96
, 2013-14,Kharif     ,7700,9700,1.26
, 2014-15,Kharif     ,100,0,0.00
, 2015-16,Kharif     ,2300,2700,1.17
, 2016-17,Kharif     ,6400,10500,1.64
, 2017-18,Kharif     ,7000,14100,2.01
, 2018-19,Kharif     ,6870,9305,1.35
 10.GADCHIROLI, 1997-98,Kharif     ,135300,148300,1.10
, 1998-99,Kharif     ,138300,154100,1.11
, 1999-00,Kharif     ,139400,190100,1.36
, 2000-01,Kharif     ,138400,107300,0.78
, 2001-02,Kharif     ,142100,163800,1.15
, 2002-03,Kharif     ,142600,74900,0.53
, 2003-04,Kharif     ,144300,175700,1.22
, 2004-05,Kharif     ,145200,125200,0.86
, 2005-06,Kharif     ,147200,222100,1.51
, 2006-07,Kharif     ,140000,206100,1.47
, 2007-08,Kharif     ,149100,223100,1.50
, 2008-09,Kharif     ,151400,126000,0.83
, 2009-10,Kharif     ,149100,112500,0.75
, 2010-11,Kharif     ,156800,233200,1.49
, 2011-12,Kharif     ,152200,182300,1.20
, 2012-13,Kharif     ,151400,228800,1.51
, 2013-14,Kharif     ,153000,225600,1.47
, 2014-15,Kharif     ,152800,201600,1.32
, 2015-16,Kharif     ,150500,126300,0.84
, 2016-17,Kharif     ,148300,274900,1.85
, 2017-18,Kharif     ,148500,181800,1.22
, 2018-19,Kharif     ,150119,269686,1.80
 11.GONDIA, 1999-00,Kharif     ,15000,9000,0.60
, 2000-01,Kharif     ,181800,156100,0.86
, 2001-02,Kharif     ,177800,231400,1.30
, 2002-03,Kharif     ,168400,164200,0.98
, 2003-04,Kharif     ,170000,255000,1.50
, 2004-05,Kharif     ,162500,97600,0.60
, 2005-06,Kharif     ,177800,271200,1.53
, 2006-07,Kharif     ,187000,209200,1.12
, 2007-08,Kharif     ,192500,319000,1.66
, 2008-09,Kharif     ,185100,130900,0.71
, 2009-10,Kharif     ,181900,197500,1.09
, 2010-11,Kharif     ,178200,306000,1.72
, 2011-12,Kharif     ,172800,294800,1.71
, 2012-13,Kharif     ,177500,334600,1.89
, 2013-14,Kharif     ,188100,292500,1.56
, 2014-15,Kharif     ,174700,340600,1.95
, 2015-16,Kharif     ,172100,263600,1.53
, 2016-17,Kharif     ,173200,423300,2.44
, 2017-18,Kharif     ,138500,218500,1.58
, 2018-19,Kharif     ,128536,321010,2.50
 12.HINGOLI, 2000-01,Kharif     ,14700,8900,0.61
, 2001-02,Kharif     ,14500,9700,0.67
, 2002-03,Kharif     ,15900,9300,0.58
, 2003-04,Kharif     ,9500,4800,0.51
, 2004-05,Kharif     ,7800,1800,0.23
, 2005-06,Kharif     ,4500,1500,0.33
, 2006-07,Kharif     ,4300,2000,0.47
, 2007-08,Kharif     ,4100,1900,0.46
, 2008-09,Kharif     ,500,300,0.60
, 2009-10,Kharif     ,1200,400,0.33
, 2010-11,Kharif     ,1100,700,0.64
, 2011-12,Kharif     ,600,200,0.33
, 2012-13,Kharif     ,600,200,0.33
 13.JALGAON, 1997-98,Kharif     ,1700,1600,0.94
, 1998-99,Kharif     ,1800,1900,1.06
, 1999-00,Kharif     ,1800,1700,0.94
, 2000-01,Kharif     ,1700,2100,1.24
, 2001-02,Kharif     ,1200,700,0.58
, 2002-03,Kharif     ,900,800,0.89
, 2003-04,Kharif     ,900,1100,1.22
, 2004-05,Kharif     ,400,400,1.00
, 2005-06,Kharif     ,200,300,1.50
, 2006-07,Kharif     ,100,100,1.00
, 2007-08,Kharif     ,100,100,1.00
, 2009-10,Kharif     ,200,100,0.50
, 2011-12,Kharif     ,200,300,1.50
 14.JALNA, 1997-98,Kharif     ,1600,800,0.50
, 1998-99,Kharif     ,1100,400,0.36
, 1999-00,Kharif     ,1300,700,0.54
, 2000-01,Kharif     ,1200,700,0.58
, 2001-02,Kharif     ,600,400,0.67
, 2002-03,Kharif     ,600,100,0.17
, 2003-04,Kharif     ,700,300,0.43
, 2004-05,Kharif     ,500,200,0.40
 15.KOLHAPUR, 1997-98,Kharif     ,1100,246100,223.73
, 1998-99,Kharif     ,106000,289100,2.73
, 1999-00,Kharif     ,103200,261900,2.54
, 2000-01,Kharif     ,106300,232800,2.19
, 2001-02,Kharif     ,105900,289400,2.73
, 2002-03,Kharif     ,105600,233200,2.21
, 2003-04,Kharif     ,106200,246100,2.32
, 2004-05,Kharif     ,110500,279100,2.53
, 2005-06,Kharif     ,108300,246100,2.27
, 2006-07,Kharif     ,109800,284800,2.59
, 2007-08,Kharif     ,111900,336200,3.00
, 2008-09,Kharif     ,113800,285200,2.51
, 2009-10,Kharif     ,112700,291800,2.59
, 2010-11,Kharif     ,111500,321600,2.88
, 2011-12,Kharif     ,104300,278900,2.67
, 2012-13,Kharif     ,107800,282200,2.62
, 2013-14,Kharif     ,108800,339600,3.12
, 2014-15,Kharif     ,110900,335200,3.02
, 2015-16,Kharif     ,111500,273300,2.45
, 2016-17,Kharif     ,113800,396000,3.48
, 2017-18,Kharif     ,109200,333300,3.05
, 2018-19,Kharif     ,106512,327615,3.08
 16.LATUR, 1997-98,Kharif     ,20700,5500,0.27
, 1998-99,Kharif     ,20300,9800,0.48
, 1999-00,Kharif     ,19700,11700,0.59
, 2000-01,Kharif     ,20800,13000,0.63
, 2001-02,Kharif     ,20700,13400,0.65
, 2002-03,Kharif     ,20700,9200,0.44
, 2003-04,Kharif     ,20500,6700,0.33
, 2004-05,Kharif     ,19900,6200,0.31
, 2005-06,Kharif     ,18200,8300,0.46
, 2006-07,Kharif     ,15900,6600,0.42
, 2007-08,Kharif     ,12600,5900,0.47
, 2008-09,Kharif     ,3900,1400,0.36
, 2009-10,Kharif     ,3200,1300,0.41
, 2010-11,Kharif     ,6300,2800,0.44
, 2011-12,Kharif     ,6700,3200,0.48
, 2012-13,Kharif     ,8300,5000,0.60
, 2013-14,Kharif     ,7600,5100,0.67
, 2014-15,Kharif     ,5800,1100,0.19
, 2015-16,Kharif     ,3800,300,0.08
, 2016-17,Kharif     ,3300,900,0.27
, 2017-18,Kharif     ,2800,800,0.29
, 2018-19,Kharif     ,1945,404,0.21
 17.NAGPUR, 1997-98,Kharif     ,29200,23700,0.81
, 1998-99,Kharif     ,29000,40000,1.38
, 1999-00,Kharif     ,37300,41500,1.11
, 2000-01,Kharif     ,37500,37100,0.99
, 2001-02,Kharif     ,42500,54700,1.29
, 2002-03,Kharif     ,42600,40200,0.94
, 2003-04,Kharif     ,43900,63400,1.44
, 2004-05,Kharif     ,43100,41200,0.96
, 2005-06,Kharif     ,45000,61700,1.37
, 2006-07,Kharif     ,46000,69100,1.50
, 2007-08,Kharif     ,49600,75400,1.52
, 2008-09,Kharif     ,57500,54600,0.95
, 2009-10,Kharif     ,70900,81300,1.15
, 2010-11,Kharif     ,71400,70100,0.98
, 2011-12,Kharif     ,77500,117400,1.51
, 2012-13,Kharif     ,67000,100200,1.50
, 2013-14,Kharif     ,77700,105000,1.35
